# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2011-09-30 09:35:31 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08220000 RIO GRANDE NEAR DEL NORTE, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 08220000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
# 5s	15s	20d	14n	10s
USGS	08220000	2007-05-30	4080	A
USGS	08220000	2007-05-31	4190	A
USGS	08220000	2007-06-01	4250	A
USGS	08220000	2007-06-02	4450	A
USGS	08220000	2007-06-03	4550	A
USGS	08220000	2007-06-04	4480	A
USGS	08220000	2007-06-05	4550	A
USGS	08220000	2007-06-06	4750	A
USGS	08220000	2007-06-07	3720	A
USGS	08220000	2007-06-08	3320	A
USGS	08220000	2007-06-09	2990	A
USGS	08220000	2007-06-10	2960	A
USGS	08220000	2007-06-11	3440	A
USGS	08220000	2007-06-12	3910	A
USGS	08220000	2007-06-13	3610	A
USGS	08220000	2007-06-14	3310	A
USGS	08220000	2007-06-15	3130	A
USGS	08220000	2007-06-16	3390	A
USGS	08220000	2007-06-17	3370	A
USGS	08220000	2007-06-18	3280	A
USGS	08220000	2007-06-19	2920	A
USGS	08220000	2007-06-20	2630	A
USGS	08220000	2007-06-21	2540	A
USGS	08220000	2007-06-22	2640	A
USGS	08220000	2007-06-23	2580	A
USGS	08220000	2007-06-24	2450	A
USGS	08220000	2007-06-25	2650	A
USGS	08220000	2007-06-26	2620	A
USGS	08220000	2007-06-27	2600	A
USGS	08220000	2007-06-28	2490	A
USGS	08220000	2007-06-29	2490	A
USGS	08220000	2007-06-30	2430	A
USGS	08220000	2007-07-01	2270	A
USGS	08220000	2007-07-02	2240	A
USGS	08220000	2007-07-03	2300	A
USGS	08220000	2007-07-04	2290	A
USGS	08220000	2007-07-05	2250	A
USGS	08220000	2007-07-06	2280	A
USGS	08220000	2007-07-07	2010	A
USGS	08220000	2007-07-08	1620	A
USGS	08220000	2007-07-09	1450	A
USGS	08220000	2007-07-10	1170	A
USGS	08220000	2007-07-11	806	A
USGS	08220000	2007-07-12	681	A
USGS	08220000	2007-07-13	668	A
USGS	08220000	2007-07-14	718	A
USGS	08220000	2007-07-15	656	A
USGS	08220000	2007-07-16	572	A
USGS	08220000	2007-07-17	525	A
USGS	08220000	2007-07-18	524	A
USGS	08220000	2007-07-19	539	A
USGS	08220000	2007-07-20	606	A
USGS	08220000	2007-07-21	628	A
USGS	08220000	2007-07-22	726	A
USGS	08220000	2007-07-23	886	A
USGS	08220000	2007-07-24	808	A
USGS	08220000	2007-07-25	662	A
USGS	08220000	2007-07-26	557	A
USGS	08220000	2007-07-27	553	A
USGS	08220000	2007-07-28	663	A
USGS	08220000	2007-07-29	749	A
USGS	08220000	2007-07-30	792	A
USGS	08220000	2007-07-31	876	A
USGS	08220000	2007-08-01	707	A
USGS	08220000	2007-08-02	597	A
USGS	08220000	2007-08-03	594	A
USGS	08220000	2007-08-04	710	A
USGS	08220000	2007-08-05	1060	A
USGS	08220000	2007-08-06	1280	A
USGS	08220000	2007-08-07	1480	A
USGS	08220000	2007-08-08	1460	A
USGS	08220000	2007-08-09	1170	A
USGS	08220000	2007-08-10	958	A
USGS	08220000	2007-08-11	878	A
USGS	08220000	2007-08-12	897	A
USGS	08220000	2007-08-13	845	A
USGS	08220000	2007-08-14	761	A
USGS	08220000	2007-08-15	793	A
USGS	08220000	2007-08-16	861	A
USGS	08220000	2007-08-17	894	A
USGS	08220000	2007-08-18	829	A
USGS	08220000	2007-08-19	761	A
USGS	08220000	2007-08-20	725	A
USGS	08220000	2007-08-21	635	A
USGS	08220000	2007-08-22	558	A
USGS	08220000	2007-08-23	495	A
USGS	08220000	2007-08-24	477	A
USGS	08220000	2007-08-25	518	A
USGS	08220000	2007-08-26	533	A
USGS	08220000	2007-08-27	524	A
USGS	08220000	2007-08-28	480	A
USGS	08220000	2007-08-29	461	A
USGS	08220000	2007-08-30	536	A
USGS	08220000	2007-08-31	510	A
USGS	08220000	2007-09-01	517	A
USGS	08220000	2007-09-02	480	A
USGS	08220000	2007-09-03	477	A
USGS	08220000	2007-09-04	481	A
USGS	08220000	2007-09-05	528	A
USGS	08220000	2007-09-06	559	A
USGS	08220000	2007-09-07	517	A
USGS	08220000	2007-09-08	464	A
USGS	08220000	2007-09-09	430	A
USGS	08220000	2007-09-10	442	A
USGS	08220000	2007-09-11	408	A
USGS	08220000	2007-09-12	403	A
USGS	08220000	2007-09-13	413	A
USGS	08220000	2007-09-14	400	A
USGS	08220000	2007-09-15	390	A
USGS	08220000	2007-09-16	391	A
USGS	08220000	2007-09-17	402	A
USGS	08220000	2007-09-18	510	A
USGS	08220000	2007-09-19	465	A
USGS	08220000	2007-09-20	476	A
USGS	08220000	2007-09-21	496	A
USGS	08220000	2007-09-22	446	A
USGS	08220000	2007-09-23	449	A
USGS	08220000	2007-09-24	1070	A
USGS	08220000	2007-09-25	1090	A
USGS	08220000	2007-09-26	1050	A
USGS	08220000	2007-09-27	769	A
USGS	08220000	2007-09-28	610	A
USGS	08220000	2007-09-29	619	A
USGS	08220000	2007-09-30	678	A
USGS	08220000	2007-10-01	632	A
USGS	08220000	2007-10-02	597	A
USGS	08220000	2007-10-03	568	A
USGS	08220000	2007-10-04	558	A
USGS	08220000	2007-10-05	690	A
USGS	08220000	2007-10-06	1070	A
USGS	08220000	2007-10-07	1020	A
USGS	08220000	2007-10-08	944	A
USGS	08220000	2007-10-09	761	A
USGS	08220000	2007-10-10	687	A
USGS	08220000	2007-10-11	680	A
USGS	08220000	2007-10-12	649	A
USGS	08220000	2007-10-13	604	A
USGS	08220000	2007-10-14	588	A
USGS	08220000	2007-10-15	570	A
USGS	08220000	2007-10-16	541	A
USGS	08220000	2007-10-17	551	A
USGS	08220000	2007-10-18	558	A
USGS	08220000	2007-10-19	533	A
USGS	08220000	2007-10-20	510	A
USGS	08220000	2007-10-21	493	A
USGS	08220000	2007-10-22	479	A
USGS	08220000	2007-10-23	504	A
USGS	08220000	2007-10-24	492	A
USGS	08220000	2007-10-25	451	A
USGS	08220000	2007-10-26	437	A
USGS	08220000	2007-10-27	447	A
USGS	08220000	2007-10-28	428	A
USGS	08220000	2007-10-29	404	A
USGS	08220000	2007-10-30	389	A
USGS	08220000	2007-10-31	383	A
USGS	08220000	2007-11-01	397	A
USGS	08220000	2007-11-02	326	A
USGS	08220000	2007-11-03	291	A
USGS	08220000	2007-11-04	268	A
USGS	08220000	2007-11-05	263	A
USGS	08220000	2007-11-06	261	A
USGS	08220000	2007-11-07	256	A
USGS	08220000	2007-11-08	255	A
USGS	08220000	2007-11-09	257	A
USGS	08220000	2007-11-10	254	A
USGS	08220000	2007-11-11	252	A
USGS	08220000	2007-11-12	244	A
USGS	08220000	2007-11-13	240	A
USGS	08220000	2007-11-14	236	A
USGS	08220000	2007-11-15	229	A
USGS	08220000	2007-11-16	228	A
USGS	08220000	2007-11-17	227	A
USGS	08220000	2007-11-18	228	A
USGS	08220000	2007-11-19	221	A
USGS	08220000	2007-11-20	217	A
USGS	08220000	2007-11-21	211	A
USGS	08220000	2007-11-22	167	A
USGS	08220000	2007-11-23	140	A
USGS	08220000	2007-11-24	130	A:e
USGS	08220000	2007-11-25	140	A:e
USGS	08220000	2007-11-26	155	A:e
USGS	08220000	2007-11-27	170	A:e
USGS	08220000	2007-11-28	180	A:e
USGS	08220000	2007-11-29	180	A:e
USGS	08220000	2007-11-30	180	A:e
USGS	08220000	2007-12-01	196	A:e
USGS	08220000	2007-12-02	260	A:e
USGS	08220000	2007-12-03	235	A:e
USGS	08220000	2007-12-04	240	A:e
USGS	08220000	2007-12-05	280	A:e
USGS	08220000	2007-12-06	280	A:e
USGS	08220000	2007-12-07	270	A:e
USGS	08220000	2007-12-08	260	A:e
USGS	08220000	2007-12-09	252	A:e
USGS	08220000	2007-12-10	220	A:e
USGS	08220000	2007-12-11	210	A:e
USGS	08220000	2007-12-12	200	A:e
USGS	08220000	2007-12-13	190	A:e
USGS	08220000	2007-12-14	190	A:e
USGS	08220000	2007-12-15	195	A:e
USGS	08220000	2007-12-16	200	A:e
USGS	08220000	2007-12-17	205	A:e
USGS	08220000	2007-12-18	205	A:e
USGS	08220000	2007-12-19	210	A:e
USGS	08220000	2007-12-20	215	A:e
USGS	08220000	2007-12-21	215	A:e
USGS	08220000	2007-12-22	215	A:e
USGS	08220000	2007-12-23	210	A:e
USGS	08220000	2007-12-24	210	A:e
USGS	08220000	2007-12-25	210	A:e
USGS	08220000	2007-12-26	210	A:e
USGS	08220000	2007-12-27	210	A:e
USGS	08220000	2007-12-28	210	A:e
USGS	08220000	2007-12-29	210	A:e
USGS	08220000	2007-12-30	215	A:e
USGS	08220000	2007-12-31	215	A:e
USGS	08220000	2008-01-01	200	A:e
USGS	08220000	2008-01-02	190	A:e
USGS	08220000	2008-01-03	180	A:e
USGS	08220000	2008-01-04	190	A:e
USGS	08220000	2008-01-05	200	A:e
USGS	08220000	2008-01-06	210	A:e
USGS	08220000	2008-01-07	220	A:e
USGS	08220000	2008-01-08	210	A:e
USGS	08220000	2008-01-09	200	A:e
USGS	08220000	2008-01-10	190	A:e
USGS	08220000	2008-01-11	190	A:e
USGS	08220000	2008-01-12	190	A:e
USGS	08220000	2008-01-13	180	A:e
USGS	08220000	2008-01-14	180	A:e
USGS	08220000	2008-01-15	180	A:e
USGS	08220000	2008-01-16	170	A:e
USGS	08220000	2008-01-17	160	A:e
USGS	08220000	2008-01-18	150	A:e
USGS	08220000	2008-01-19	150	A:e
USGS	08220000	2008-01-20	150	A:e
USGS	08220000	2008-01-21	150	A:e
USGS	08220000	2008-01-22	150	A:e
USGS	08220000	2008-01-23	160	A:e
USGS	08220000	2008-01-24	160	A:e
USGS	08220000	2008-01-25	160	A:e
USGS	08220000	2008-01-26	160	A:e
USGS	08220000	2008-01-27	160	A:e
USGS	08220000	2008-01-28	160	A:e
USGS	08220000	2008-01-29	160	A:e
USGS	08220000	2008-01-30	150	A:e
USGS	08220000	2008-01-31	140	A:e
USGS	08220000	2008-02-01	140	A:e
USGS	08220000	2008-02-02	140	A:e
USGS	08220000	2008-02-03	150	A:e
USGS	08220000	2008-02-04	160	A:e
USGS	08220000	2008-02-05	160	A:e
USGS	08220000	2008-02-06	150	A:e
USGS	08220000	2008-02-07	150	A:e
USGS	08220000	2008-02-08	150	A:e
USGS	08220000	2008-02-09	160	A:e
USGS	08220000	2008-02-10	160	A:e
USGS	08220000	2008-02-11	170	A:e
USGS	08220000	2008-02-12	170	A:e
USGS	08220000	2008-02-13	180	A:e
USGS	08220000	2008-02-14	190	A:e
USGS	08220000	2008-02-15	200	A:e
USGS	08220000	2008-02-16	200	A:e
USGS	08220000	2008-02-17	190	A:e
USGS	08220000	2008-02-18	180	A:e
USGS	08220000	2008-02-19	180	A:e
USGS	08220000	2008-02-20	180	A:e
USGS	08220000	2008-02-21	180	A:e
USGS	08220000	2008-02-22	190	A:e
USGS	08220000	2008-02-23	190	A:e
USGS	08220000	2008-02-24	200	A:e
USGS	08220000	2008-02-25	200	A:e
USGS	08220000	2008-02-26	200	A:e
USGS	08220000	2008-02-27	190	A:e
USGS	08220000	2008-02-28	200	A:e
USGS	08220000	2008-02-29	210	A:e
USGS	08220000	2008-03-01	210	A:e
USGS	08220000	2008-03-02	205	A:e
USGS	08220000	2008-03-03	205	A:e
USGS	08220000	2008-03-04	195	A:e
USGS	08220000	2008-03-05	190	A:e
USGS	08220000	2008-03-06	190	A:e
USGS	08220000	2008-03-07	190	A:e
USGS	08220000	2008-03-08	200	A:e
USGS	08220000	2008-03-09	200	A:e
USGS	08220000	2008-03-10	210	A:e
USGS	08220000	2008-03-11	220	A:e
USGS	08220000	2008-03-12	230	A:e
USGS	08220000	2008-03-13	230	A:e
USGS	08220000	2008-03-14	230	A:e
USGS	08220000	2008-03-15	220	A:e
USGS	08220000	2008-03-16	220	A:e
USGS	08220000	2008-03-17	220	A:e
USGS	08220000	2008-03-18	220	A:e
USGS	08220000	2008-03-19	230	A:e
USGS	08220000	2008-03-20	250	A:e
USGS	08220000	2008-03-21	280	A:e
USGS	08220000	2008-03-22	310	A:e
USGS	08220000	2008-03-23	330	A:e
USGS	08220000	2008-03-24	360	A:e
USGS	08220000	2008-03-25	410	A:e
USGS	08220000	2008-03-26	470	A:e
USGS	08220000	2008-03-27	550	A:e
USGS	08220000	2008-03-28	610	A:e
USGS	08220000	2008-03-29	620	A:e
USGS	08220000	2008-03-30	605	A
USGS	08220000	2008-03-31	591	A
USGS	08220000	2008-04-01	516	A
USGS	08220000	2008-04-02	550	A
USGS	08220000	2008-04-03	594	A
USGS	08220000	2008-04-04	552	A
USGS	08220000	2008-04-05	588	A
USGS	08220000	2008-04-06	596	A
USGS	08220000	2008-04-07	593	A
USGS	08220000	2008-04-08	571	A
USGS	08220000	2008-04-09	580	A
USGS	08220000	2008-04-10	543	A
USGS	08220000	2008-04-11	477	A
USGS	08220000	2008-04-12	432	A
USGS	08220000	2008-04-13	439	A
USGS	08220000	2008-04-14	646	A
USGS	08220000	2008-04-15	930	A
USGS	08220000	2008-04-16	1140	A
USGS	08220000	2008-04-17	1230	A
USGS	08220000	2008-04-18	1180	A
USGS	08220000	2008-04-19	1240	A
USGS	08220000	2008-04-20	1450	A
USGS	08220000	2008-04-21	1580	A
USGS	08220000	2008-04-22	1430	A
USGS	08220000	2008-04-23	1430	A
USGS	08220000	2008-04-24	1600	A
USGS	08220000	2008-04-25	1600	A
USGS	08220000	2008-04-26	1470	A
USGS	08220000	2008-04-27	1430	A
USGS	08220000	2008-04-28	1400	A
USGS	08220000	2008-04-29	1560	A
USGS	08220000	2008-04-30	1900	A
USGS	08220000	2008-05-01	2130	A
USGS	08220000	2008-05-02	1840	A
USGS	08220000	2008-05-03	1580	A
USGS	08220000	2008-05-04	1410	A
USGS	08220000	2008-05-05	1670	A
USGS	08220000	2008-05-06	2190	A
USGS	08220000	2008-05-07	2460	A
USGS	08220000	2008-05-08	2720	A
USGS	08220000	2008-05-09	2670	A
USGS	08220000	2008-05-10	2520	A
USGS	08220000	2008-05-11	2390	A
USGS	08220000	2008-05-12	2430	A
USGS	08220000	2008-05-13	2650	A
USGS	08220000	2008-05-14	2560	A
USGS	08220000	2008-05-15	2540	A
USGS	08220000	2008-05-16	2500	A
USGS	08220000	2008-05-17	2550	A
USGS	08220000	2008-05-18	3150	A
USGS	08220000	2008-05-19	4120	A
USGS	08220000	2008-05-20	5180	A
USGS	08220000	2008-05-21	6090	A
USGS	08220000	2008-05-22	5840	A
USGS	08220000	2008-05-23	4980	A
USGS	08220000	2008-05-24	4020	A
USGS	08220000	2008-05-25	3030	A
USGS	08220000	2008-05-26	2990	A
USGS	08220000	2008-05-27	2970	A
USGS	08220000	2008-05-28	3370	A
USGS	08220000	2008-05-29	3840	A
USGS	08220000	2008-05-30	3870	A
USGS	08220000	2008-05-31	4230	A
USGS	08220000	2008-06-01	4690	A
USGS	08220000	2008-06-02	5470	A
USGS	08220000	2008-06-03	5930	A
USGS	08220000	2008-06-04	5690	A
USGS	08220000	2008-06-05	4890	A
USGS	08220000	2008-06-06	3950	A
USGS	08220000	2008-06-07	4060	A
USGS	08220000	2008-06-08	4410	A
USGS	08220000	2008-06-09	4290	A
USGS	08220000	2008-06-10	4050	A
USGS	08220000	2008-06-11	4120	A
USGS	08220000	2008-06-12	3820	A
USGS	08220000	2008-06-13	3570	A
USGS	08220000	2008-06-14	3510	A
USGS	08220000	2008-06-15	3520	A
USGS	08220000	2008-06-16	3840	A
USGS	08220000	2008-06-17	3920	A
USGS	08220000	2008-06-18	4090	A
USGS	08220000	2008-06-19	4130	A
USGS	08220000	2008-06-20	3870	A
USGS	08220000	2008-06-21	3520	A
USGS	08220000	2008-06-22	3310	A
USGS	08220000	2008-06-23	3160	A
USGS	08220000	2008-06-24	2870	A
USGS	08220000	2008-06-25	2820	A
USGS	08220000	2008-06-26	2780	A
USGS	08220000	2008-06-27	2690	A
USGS	08220000	2008-06-28	2720	A
USGS	08220000	2008-06-29	2590	A
USGS	08220000	2008-06-30	2510	A
USGS	08220000	2008-07-01	2410	A
USGS	08220000	2008-07-02	2310	A
USGS	08220000	2008-07-03	2660	A
USGS	08220000	2008-07-04	2540	A
USGS	08220000	2008-07-05	2100	A
USGS	08220000	2008-07-06	2050	A
USGS	08220000	2008-07-07	2040	A
USGS	08220000	2008-07-08	1980	A
USGS	08220000	2008-07-09	1900	A
USGS	08220000	2008-07-10	1780	A
USGS	08220000	2008-07-11	1620	A
USGS	08220000	2008-07-12	1500	A
USGS	08220000	2008-07-13	1440	A
USGS	08220000	2008-07-14	1310	A
USGS	08220000	2008-07-15	1090	A
USGS	08220000	2008-07-16	938	A
USGS	08220000	2008-07-17	915	A
USGS	08220000	2008-07-18	894	A
USGS	08220000	2008-07-19	900	A
USGS	08220000	2008-07-20	821	A
USGS	08220000	2008-07-21	737	A
USGS	08220000	2008-07-22	699	A
USGS	08220000	2008-07-23	706	A
USGS	08220000	2008-07-24	694	A
USGS	08220000	2008-07-25	726	A
USGS	08220000	2008-07-26	778	A
USGS	08220000	2008-07-27	943	A
USGS	08220000	2008-07-28	1200	A
USGS	08220000	2008-07-29	1190	A
USGS	08220000	2008-07-30	949	A
USGS	08220000	2008-07-31	794	A
USGS	08220000	2008-08-01	693	A
USGS	08220000	2008-08-02	644	A
USGS	08220000	2008-08-03	619	A
USGS	08220000	2008-08-04	629	A
USGS	08220000	2008-08-05	631	A
USGS	08220000	2008-08-06	839	A
USGS	08220000	2008-08-07	864	A
USGS	08220000	2008-08-08	993	A
USGS	08220000	2008-08-09	975	A
USGS	08220000	2008-08-10	921	A
USGS	08220000	2008-08-11	840	A
USGS	08220000	2008-08-12	747	A
USGS	08220000	2008-08-13	664	A
USGS	08220000	2008-08-14	602	A
USGS	08220000	2008-08-15	561	A
USGS	08220000	2008-08-16	549	A
USGS	08220000	2008-08-17	618	A
USGS	08220000	2008-08-18	568	A
USGS	08220000	2008-08-19	523	A
USGS	08220000	2008-08-20	490	A
USGS	08220000	2008-08-21	478	A
USGS	08220000	2008-08-22	437	A
USGS	08220000	2008-08-23	373	A
USGS	08220000	2008-08-24	371	A
USGS	08220000	2008-08-25	371	A
USGS	08220000	2008-08-26	388	A
USGS	08220000	2008-08-27	436	A
USGS	08220000	2008-08-28	404	A
USGS	08220000	2008-08-29	384	A
USGS	08220000	2008-08-30	381	A
USGS	08220000	2008-08-31	420	A
USGS	08220000	2008-09-01	781	A
USGS	08220000	2008-09-02	833	A
USGS	08220000	2008-09-03	732	A
USGS	08220000	2008-09-04	595	A
USGS	08220000	2008-09-05	478	A
USGS	08220000	2008-09-06	421	A
USGS	08220000	2008-09-07	390	A
USGS	08220000	2008-09-08	369	A
USGS	08220000	2008-09-09	353	A
USGS	08220000	2008-09-10	362	A
USGS	08220000	2008-09-11	441	A
USGS	08220000	2008-09-12	417	A
USGS	08220000	2008-09-13	404	A
USGS	08220000	2008-09-14	382	A
USGS	08220000	2008-09-15	368	A
USGS	08220000	2008-09-16	327	A
USGS	08220000	2008-09-17	306	A
USGS	08220000	2008-09-18	299	A
USGS	08220000	2008-09-19	325	A
USGS	08220000	2008-09-20	327	A
USGS	08220000	2008-09-21	310	A
USGS	08220000	2008-09-22	301	A
USGS	08220000	2008-09-23	289	A
USGS	08220000	2008-09-24	278	A
USGS	08220000	2008-09-25	283	A
USGS	08220000	2008-09-26	274	A
USGS	08220000	2008-09-27	257	A
USGS	08220000	2008-09-28	265	A
USGS	08220000	2008-09-29	269	A
USGS	08220000	2008-09-30	269	A
USGS	08220000	2008-10-01	271	A
USGS	08220000	2008-10-02	269	A
USGS	08220000	2008-10-03	269	A
USGS	08220000	2008-10-04	271	A
USGS	08220000	2008-10-05	311	A
USGS	08220000	2008-10-06	329	A
USGS	08220000	2008-10-07	334	A
USGS	08220000	2008-10-08	316	A
USGS	08220000	2008-10-09	294	A
USGS	08220000	2008-10-10	282	A
USGS	08220000	2008-10-11	293	A
USGS	08220000	2008-10-12	670	A
USGS	08220000	2008-10-13	520	A
USGS	08220000	2008-10-14	452	A
USGS	08220000	2008-10-15	410	A
USGS	08220000	2008-10-16	406	A
USGS	08220000	2008-10-17	435	A
USGS	08220000	2008-10-18	435	A
USGS	08220000	2008-10-19	426	A
USGS	08220000	2008-10-20	422	A
USGS	08220000	2008-10-21	415	A
USGS	08220000	2008-10-22	391	A
USGS	08220000	2008-10-23	332	A
USGS	08220000	2008-10-24	331	A
USGS	08220000	2008-10-25	318	A
USGS	08220000	2008-10-26	318	A
USGS	08220000	2008-10-27	319	A
USGS	08220000	2008-10-28	331	A
USGS	08220000	2008-10-29	317	A
USGS	08220000	2008-10-30	315	A
USGS	08220000	2008-10-31	323	A
USGS	08220000	2008-11-01	317	A
USGS	08220000	2008-11-02	302	A
USGS	08220000	2008-11-03	305	A
USGS	08220000	2008-11-04	336	A
USGS	08220000	2008-11-05	365	A
USGS	08220000	2008-11-06	277	A
USGS	08220000	2008-11-07	198	A
USGS	08220000	2008-11-08	246	A
USGS	08220000	2008-11-09	278	A
USGS	08220000	2008-11-10	267	A
USGS	08220000	2008-11-11	256	A
USGS	08220000	2008-11-12	246	A
USGS	08220000	2008-11-13	257	A
USGS	08220000	2008-11-14	259	A
USGS	08220000	2008-11-15	226	A
USGS	08220000	2008-11-16	226	A
USGS	08220000	2008-11-17	238	A
USGS	08220000	2008-11-18	232	A
USGS	08220000	2008-11-19	224	A
USGS	08220000	2008-11-20	215	A
USGS	08220000	2008-11-21	210	A
USGS	08220000	2008-11-22	199	A
USGS	08220000	2008-11-23	192	A
USGS	08220000	2008-11-24	184	A
USGS	08220000	2008-11-25	159	A
USGS	08220000	2008-11-26	181	A
USGS	08220000	2008-11-27	235	A
USGS	08220000	2008-11-28	242	A
USGS	08220000	2008-11-29	221	A
USGS	08220000	2008-11-30	213	A
USGS	08220000	2008-12-01	214	A
USGS	08220000	2008-12-02	206	A
USGS	08220000	2008-12-03	207	A
USGS	08220000	2008-12-04	189	A
USGS	08220000	2008-12-05	167	A
USGS	08220000	2008-12-06	172	A
USGS	08220000	2008-12-07	211	A
USGS	08220000	2008-12-08	223	A
USGS	08220000	2008-12-09	200	A:e
USGS	08220000	2008-12-10	180	A:e
USGS	08220000	2008-12-11	170	A:e
USGS	08220000	2008-12-12	160	A:e
USGS	08220000	2008-12-13	160	A:e
USGS	08220000	2008-12-14	140	A:e
USGS	08220000	2008-12-15	105	A:e
USGS	08220000	2008-12-16	120	A:e
USGS	08220000	2008-12-17	165	A:e
USGS	08220000	2008-12-18	175	A:e
USGS	08220000	2008-12-19	185	A:e
USGS	08220000	2008-12-20	185	A:e
USGS	08220000	2008-12-21	175	A:e
USGS	08220000	2008-12-22	165	A:e
USGS	08220000	2008-12-23	165	A:e
USGS	08220000	2008-12-24	165	A:e
USGS	08220000	2008-12-25	170	A:e
USGS	08220000	2008-12-26	170	A:e
USGS	08220000	2008-12-27	165	A:e
USGS	08220000	2008-12-28	155	A:e
USGS	08220000	2008-12-29	165	A:e
USGS	08220000	2008-12-30	170	A:e
USGS	08220000	2008-12-31	180	A:e
USGS	08220000	2009-01-01	185	A:e
USGS	08220000	2009-01-02	190	A:e
USGS	08220000	2009-01-03	190	A:e
USGS	08220000	2009-01-04	190	A:e
USGS	08220000	2009-01-05	180	A:e
USGS	08220000	2009-01-06	180	A:e
USGS	08220000	2009-01-07	180	A:e
USGS	08220000	2009-01-08	175	A:e
USGS	08220000	2009-01-09	175	A:e
USGS	08220000	2009-01-10	175	A:e
USGS	08220000	2009-01-11	170	A:e
USGS	08220000	2009-01-12	175	A:e
USGS	08220000	2009-01-13	180	A:e
USGS	08220000	2009-01-14	175	A:e
USGS	08220000	2009-01-15	170	A:e
USGS	08220000	2009-01-16	170	A:e
USGS	08220000	2009-01-17	170	A:e
USGS	08220000	2009-01-18	170	A:e
USGS	08220000	2009-01-19	175	A:e
USGS	08220000	2009-01-20	180	A:e
USGS	08220000	2009-01-21	180	A:e
USGS	08220000	2009-01-22	185	A:e
USGS	08220000	2009-01-23	185	A:e
USGS	08220000	2009-01-24	190	A:e
USGS	08220000	2009-01-25	190	A:e
USGS	08220000	2009-01-26	185	A:e
USGS	08220000	2009-01-27	180	A:e
USGS	08220000	2009-01-28	170	A:e
USGS	08220000	2009-01-29	155	A:e
USGS	08220000	2009-01-30	150	A:e
USGS	08220000	2009-01-31	150	A:e
USGS	08220000	2009-02-01	155	A:e
USGS	08220000	2009-02-02	155	A:e
USGS	08220000	2009-02-03	160	A:e
USGS	08220000	2009-02-04	165	A:e
USGS	08220000	2009-02-05	165	A:e
USGS	08220000	2009-02-06	170	A:e
USGS	08220000	2009-02-07	175	A:e
USGS	08220000	2009-02-08	175	A:e
USGS	08220000	2009-02-09	175	A:e
USGS	08220000	2009-02-10	170	A:e
USGS	08220000	2009-02-11	165	A:e
USGS	08220000	2009-02-12	160	A:e
USGS	08220000	2009-02-13	165	A:e
USGS	08220000	2009-02-14	165	A:e
USGS	08220000	2009-02-15	165	A:e
USGS	08220000	2009-02-16	170	A:e
USGS	08220000	2009-02-17	175	A:e
USGS	08220000	2009-02-18	175	A:e
USGS	08220000	2009-02-19	175	A:e
USGS	08220000	2009-02-20	180	A:e
USGS	08220000	2009-02-21	180	A:e
USGS	08220000	2009-02-22	185	A:e
USGS	08220000	2009-02-23	190	A:e
USGS	08220000	2009-02-24	200	A:e
USGS	08220000	2009-02-25	210	A:e
USGS	08220000	2009-02-26	220	A:e
USGS	08220000	2009-02-27	220	A:e
USGS	08220000	2009-02-28	215	A:e
USGS	08220000	2009-03-01	220	A:e
USGS	08220000	2009-03-02	225	A:e
USGS	08220000	2009-03-03	230	A:e
USGS	08220000	2009-03-04	235	A:e
USGS	08220000	2009-03-05	235	A:e
USGS	08220000	2009-03-06	235	A:e
USGS	08220000	2009-03-07	230	A:e
USGS	08220000	2009-03-08	220	A:e
USGS	08220000	2009-03-09	225	A:e
USGS	08220000	2009-03-10	225	A:e
USGS	08220000	2009-03-11	221	A
USGS	08220000	2009-03-12	243	A
USGS	08220000	2009-03-13	244	A
USGS	08220000	2009-03-14	230	A
USGS	08220000	2009-03-15	240	A
USGS	08220000	2009-03-16	248	A
USGS	08220000	2009-03-17	281	A
USGS	08220000	2009-03-18	319	A
USGS	08220000	2009-03-19	356	A
USGS	08220000	2009-03-20	425	A
USGS	08220000	2009-03-21	494	A
USGS	08220000	2009-03-22	538	A
USGS	08220000	2009-03-23	579	A
USGS	08220000	2009-03-24	482	A
USGS	08220000	2009-03-25	421	A
USGS	08220000	2009-03-26	385	A
USGS	08220000	2009-03-27	354	A
USGS	08220000	2009-03-28	318	A
USGS	08220000	2009-03-29	320	A
USGS	08220000	2009-03-30	384	A
USGS	08220000	2009-03-31	420	A
USGS	08220000	2009-04-01	451	A
USGS	08220000	2009-04-02	359	A
USGS	08220000	2009-04-03	336	A
USGS	08220000	2009-04-04	313	A
USGS	08220000	2009-04-05	298	A
USGS	08220000	2009-04-06	277	A
USGS	08220000	2009-04-07	298	A
